,Ingredient,TF-IDF Value,Recipe_ID
303,참기름,0.08717295427192234,28
304,깨소금,0.12318033558170956,28
305,마늘,0.15381144113338505,28
306,쇠고기,0.16479579848003395,28
307,후춧가루,0.09696380226063835,28
308,실파,0.19642806229949744,28
309,꼬치,0.39666265330252465,28
310,꿀,0.3354853054368686,28
311,느타리버섯,0.2903997049175427,28
312,배즙,0.43244910769750694,28
313,생강즙,0.24356631943604803,28
314,햇살담은간장,0.493626455563163,28
315,설탕,0.12368113674517173,29
316,소금,0.06414061514198645,29
317,마늘,0.22956831709639713,29
318,쇠고기,0.24596280902673967,29
319,간장,0.1375603989799477,29
320,물엿,0.4040355537430579,29
321,식용유,0.23240135431221765,29
322,양파,0.1809120847017291,29
323,후춧가루,0.14472146376249667,29
324,양송이버섯,0.46282546845356065,29
325,토마토케첩,0.44730977333308525,29
326,피망,0.4040355537430579,29
327,소금,0.06913699617777536,30
328,팥,0.5656153881396141,30
329,물,0.16755880466743014,30
330,밀가루,0.3235536803766922,30
331,날콩가루,0.7365706832017599,30
332,다진마늘,0.1699342116612584,31
333,다진파,0.2757581210858013,31
334,설탕,0.16235955432895186,31
335,소금,0.08419911041320759,31
336,참기름,0.17079669238921405,31
337,표고버섯,0.3909268627963302,31
338,간장,0.1805792351158108,31
339,물,0.20406299195615418,31
340,식용유,0.3050795077128,31
341,후춧가루,0.18997975743645312,31
342,대파,0.249328091815427,31
343,죽순,0.6434698972196122,31
344,소금,0.07581228923429412,32
345,돼지고기,0.4296818733628441,32
346,부추,0.5123019041462733,32
347,표고버섯,0.35198780897240556,32
348,간장,0.16259227841153054,32
349,식용유,0.2746914517822607,32
350,대파,0.22449326742507694,32
351,청주,0.38603821710568986,32
352,생강,0.3492319443875876,32
353,소금,0.03961192650778344,33
354,당근,0.14091577573125139,33
355,깨소금,0.11354226043919426,33
356,상추,0.2808994201595845,33
357,두부,0.18537954086764877,33
358,레몬즙,0.3656263321177746,33
359,꿀,0.3092357212987787,33
360,연겨자,0.5113939464776399,33
361,적양배추잎,0.5113939464776399,33
362,파프리카,0.3163144844161348,33
363,다진마늘,0.16852732327812334,34
364,다진파,0.27347511466044344,34
365,소금,0.08350202446946142,34
366,참기름,0.16938266351267875,34
367,콩나물,0.5259972424726631,34
368,깨소금,0.2393473240350634,34
369,후춧가루,0.18840691162067968,34
370,실고추,0.7012056925203807,34
371,소금,0.07890116633164304,35
372,깨소금,0.226159582892877,35
373,간장,0.16921689785072264,35
374,물,0.19122301876409925,35
375,물엿,0.4970154458171169,35
376,우엉,0.7939782706176295,35
377,소금,0.050959226959474795,36
378,간장,0.10929068230382986,36
379,식초,0.21175925297719544,36
380,두부,0.23848368230364972,36
381,바질,0.4279285473310902,36
382,다진양파,0.45423096241128713,36
383,참빛고운포도씨유,0.5853443720943725,36
384,토마토,0.38944269568981743,36
385,설탕,0.13684831430424926,37
386,당근,0.2524659166148762,37
387,청고추,0.2908604169356921,37
388,깨소금,0.20342329102297177,37
389,간장,0.15220517219381638,37
390,식용유,0.2571429598450316,37
391,청주,0.3613764065674015,37
392,잔멸치,0.7560891871236447,37
393,고추장,0.253468575209736,38
394,설탕,0.11598042248046979,38
395,참기름,0.12200743358431074,38
396,홍고추,0.21012699145730498,38
397,고춧가루,0.18408418166274612,38
398,깨소금,0.17240343335730246,38
399,마늘,0.2152747872929782,38
400,간장,0.12899552518787102,38
401,물,0.1457709841439441,38
402,감자,0.35230669121661784,38
403,대파,0.17810579454051934,38
404,무,0.26869140761529087,38
405,생강,0.2770694802900521,38
406,갈치,0.6407937416061572,38
407,고추장,0.3409918056465416,39
408,고춧가루,0.24764883553791595,39
409,깨소금,0.23193470035299135,39
410,마늘,0.2896096226858349,39
411,간장,0.17353795048454793,39
412,후춧가루,0.18257192039787867,39
413,대파,0.23960609880822353,39
414,생강즙,0.45860795108004976,39
415,닭,0.5945981350479311,39
416,소금,0.04125998054786282,40
417,참기름,0.0836952809956632,40
418,당근,0.14677857600326483,40
419,표고버섯,0.1915653820504439,40
420,깨소금,0.11826618571962187,40
421,다시마,0.23898677977029723,40
422,후춧가루,0.09309553340703923,40
423,두부,0.19309225590600868,40
424,고추,0.36777560790376385,40
425,들깻가루,0.4151970056236172,40
426,양념간장,0.5326704895258304,40
427,초고추장,0.4739337475747238,40
428,설탕,0.12339681293545139,41
429,소금,0.06399316578523813,41
430,팥,0.5235332933879399,41
431,물,0.15509233780257964,41
432,칼국수면,0.8261581923333231,41
433,계란,0.24872321186681068,42
434,다진마늘,0.13683808623147972,42
435,다진파,0.22205189398464342,42
436,미나리,0.3616436435787816,42
437,설탕,0.1307386574991524,42
438,소금,0.06780062130339753,42
439,참기름,0.13753259154074754,42
440,콩나물,0.42709072109459034,42
441,당근,0.2411944580416141,42
442,진간장,0.36516909835949746,42
443,표고버섯,0.31479054887522434,42
444,깨소금,0.19434136333805682,42
445,쇠고기,0.2599979939797221,42
446,식용유,0.24566269249583295,42
447,양파,0.19123533063905432,42
448,후춧가루,0.15297959237393308,42
449,다진마늘,0.09216458714932091,43
450,다진파,0.14955866234638532,43
451,소금,0.045665767791610204,43
452,참기름,0.09263235746725272,43
453,깨소금,0.13089478237651386,43
454,쇠고기,0.17511650765311634,43
455,간장,0.09793796369482397,43
456,물,0.11067448527424364,43
457,양파,0.12880277547069088,43
458,후춧가루,0.10303637942994986,43
459,녹말가루,0.2804405066963472,43
460,청주,0.23253131859077517,43
461,육수,0.2839800873054133,43
462,무명실,0.5245409275035633,43
463,밤,0.32382892791859125,43
464,양배추,0.335567698020725,43
465,파슬리가루,0.3945234925382964,43
466,소금,0.15513394232566596,44
467,마늘,0.5552462817108196,44
468,간장,0.3327109812465995,44
469,물,0.3759789892027539,44
470,식초,0.6446535730303575,44
471,고추장,0.325906558456345,45
472,다진마늘,0.15608337009078874,45
473,다진파,0.2532818815482121,45
474,설탕,0.14912610096792356,45
475,참기름,0.15687555253210914,45
476,고춧가루,0.2366930183053862,45
477,깨소금,0.22167406584837288,45
478,간장,0.1658607487553865,45
479,물엿,0.48715793182156597,45
480,오징어,0.44306105836203713,45
481,생강즙,0.438319445048901,45
482,계란,0.1450208491584462,46
483,설탕,0.07622863578376103,46
484,소금,0.039531910194832064,46
485,당근,0.14063112507664408,46
486,마늘,0.14149028778323683,46
487,간장,0.08478286849607759,46
488,식용유,0.14323637912561815,46
489,양파,0.11150189735095067,46
490,후춧가루,0.08919646149415579,46
491,식초,0.16427344508731323,46
492,녹말가루,0.24277154336491855,46
493,청주,0.20129755062839988,46
494,육수,0.24583568505204634,46
495,생강즙,0.22405530029085807,46
496,토마토케첩,0.2756913033891206,46
497,피망,0.24902001938603704,46
498,대구살,0.4540842263774322,46
499,목이버섯,0.3796904736167115,46
500,파인애플,0.39780752490747856,46
501,설탕,0.07098059415874663,47
502,참기름,0.07466915486582659,47
503,마늘,0.1317492382132552,47
504,간장,0.0789459016084933,47
505,물엿,0.23187597090920184,47
506,양파,0.1038254304622368,47
507,후춧가루,0.08305563609550629,47
508,대파,0.10900163018228821,47
509,깻잎,0.22330826586609528,47
510,상추,0.2610322465056121,47
511,청주,0.18743900634449007,47
512,육수,0.22891086546420963,47
513,배즙,0.3704200421328866,47
514,생강즙,0.20862997449115364,47
515,갈비,0.42282231414734495,47
516,양파즙,0.3704200421328866,47
517,월계수잎,0.35355027853550264,47
518,통깨,0.23496213402292188,47
519,계란,0.1329295355285709,48
520,소금,0.03623588257309654,48
521,당근,0.1289058107560384,48
522,쇠고기,0.13895531630796082,48
523,식용유,0.1312938481497905,48
524,양파,0.10220527263098718,48
525,후춧가루,0.08175958330140305,48
526,밀가루,0.16958001961895885,48
527,육수,0.22533879521428318,48
528,샐러리,0.2662736725744332,48
529,토마토케첩,0.25270516013005795,48
530,월계수잎,0.3480332558758363,48
531,돼기고기,0.334464743431461,48
532,레드와인,0.3860492971759203,48
533,버터,0.23129563594254246,48
534,빵가루,0.334464743431461,48
535,통마늘,0.3860492971759203,48
536,계란,0.1811757823315853,49
537,다진마늘,0.09967605009467735,49
538,다진파,0.16174777299201606,49
539,설탕,0.09523308410022521,49
540,참기름,0.10018194394268465,49
541,당근,0.1756916626387585,49
542,표고버섯,0.2293007698597842,49
543,홍고추,0.17253809756168578,49
544,깨소금,0.14156277686303748,49
545,쇠고기,0.1893885963049701,49
546,간장,0.1059199599039043,49
547,잣,0.3774315782717769,49
548,후춧가루,0.11143389923718157,49
549,배,0.3563704047431043,49
550,대파,0.14624506229118892,49
551,청주,0.25148274491680683,49
552,무,0.2206261269891801,49
553,밤,0.35022115803571946,49
554,은행,0.44022165761544896,49
555,다진마늘,0.07110666070348465,50
556,다진파,0.11538723698183251,50
557,미나리,0.1879248136810944,50
558,참기름,0.07146755403912612,50
559,고춧가루,0.1078298740841836,50
560,깨소금,0.10098771302717015,50
561,실파,0.16103885975230464,50
562,무,0.15738973544038215,50
563,생강,0.16229730823358796,50
564,무명실,0.40469289681358744,50
565,돼기고기,0.3251984499891171,50
566,갓,0.2958594149099092,50
567,굴,0.28823563717161915,50
568,된장,0.20636855274453644,50
569,배추,0.26388885478269936,50
570,새우젓,0.28823563717161915,50
571,젓국,0.4548483085588498,50
572,고추장,0.2497703908519915,51
573,다진마늘,0.11962018971856427,51
574,소금,0.05926948707561767,51
575,참기름,0.12022730765731292,51
576,깨소금,0.16988801431596431,51
577,간장,0.12711344085818999,51
578,물엿,0.37335126857847206,51
579,대파,0.17550717629820514,51
580,청주,0.30180182329977906,51
581,홍합,0.4732866815313558,51
582,생강즙,0.3359221110076455,51
583,파슬리,0.5120510652253197,51
584,다진마늘,0.09909578377399747,52
585,소금,0.049100041468414755,52
586,쇠고기,0.18828606642088833,52
587,물,0.11899771052265518,52
588,대파,0.14539369344046998,52
589,두부,0.22978289486144385,52
590,무,0.21934174713231117,52
591,김칫국물,0.5639887937466683,52
592,배추김치,0.42419345563818744,52
593,청국장,0.5639887937466683,52
594,계란,0.1712310660095629,53
595,다진마늘,0.09420484401219394,53
596,소금,0.04667667554931815,53
597,고춧가루,0.14285717213348512,53
598,물,0.11312449763918676,53
599,식용유,0.16912408133972812,53
600,양파,0.1316540956440825,53
601,후춧가루,0.10531730626703267,53
602,대파,0.13821768887921373,53
603,돼기고기,0.4308354372311386,53
604,배추김치,0.403257099318434,53
605,바지락,0.37272886886076256,53
606,순두부,0.6026005655880399,53
607,고추장,0.21632466026388047,54
608,다진마늘,0.10360233978615732,54
609,소금,0.05133295268471257,54
610,청고추,0.21038354236358203,54
611,홍고추,0.17933445990951707,54
612,고춧가루,0.1571080281853354,54
613,물,0.12440934184909153,54
614,애호박,0.37040801403001267,54
615,다진생강,0.336834410272053,54
616,대파,0.15200572876982982,54
617,두부,0.24023267836273804,54
618,무,0.22931670097607032,54
619,동태,0.6627135706875286,54
620,다진마늘,0.11214466391541436,55
621,참기름,0.11271384071874642,55
622,고춧가루,0.17006205705029842,55
623,대파,0.1645390577210483,55
624,육수,0.3455432551109763,55
625,생강즙,0.3149290460861265,55
626,돼기고기,0.5128812198328421,55
627,배추김치,0.4800510244326389,55
628,가래떡,0.4545859465099656,55
629,다진마늘,0.11328226793836146,56
630,다진파,0.18382705314978443,56
631,소금,0.056129169593077274,56
632,참기름,0.11385721851459213,56
633,돼지고기,0.3181237103462173,56
634,고춧가루,0.1717871795260053,56
635,깨소금,0.16088671655292078,56
636,간장,0.1203784988114745,56
637,물,0.13603334081521448,56
638,식용유,0.20337340078474517,56
639,배춧잎,0.5391014722403744,56
640,흰콩,0.6447290410776079,56
641,계란,0.2181299779170877,57
642,다진마늘,0.12000684819023985,57
643,소금,0.05946106885912405,57
644,참기름,0.12061592856772795,57
645,콩나물,0.3745580835086802,57
646,홍고추,0.20773047548985588,57
647,물,0.14410845383944146,57
648,후춧가루,0.13416293097791035,57
649,대파,0.1760744830105187,57
650,두부,0.2782713848173518,57
651,통북어,0.7676483661977713,57
652,설탕,0.11223985373526321,58
653,당근,0.20706676365039434,58
654,밥,0.29639265359398514,58
655,쇠고기,0.22320970227138096,58
656,간장,0.12483519692324076,58
657,후춧가루,0.13133381817571252,58
658,청주,0.29639265359398514,58
659,우엉,0.5857360288732101,58
660,유부,0.5857360288732101,58
661,설탕,0.08825083410349976,59
662,소금,0.04576658118735188,59
663,쌀,0.336308509371868,59
664,참기름,0.09283685600003652,59
665,표고버섯,0.21248901463071215,59
666,고춧가루,0.1400717658166244,59
667,깨소금,0.13118375041831845,59
668,간장,0.09815417507524257,59
669,물엿,0.28829355521496874,59
670,다시마,0.26508999068414824,59
671,멸치,0.31408919261504264,59
672,후춧가루,0.10326384625680061,59
673,식초,0.1901813983807278,59
674,청주,0.23304466311506744,59
675,김치,0.3003092278578524,59
676,다진쇠고기,0.3744201225570246,59
677,단무지,0.4395723556286687,59
678,다진마늘,0.10981504401739138,60
679,설탕,0.10492014192420954,60
680,소금,0.05441122729708444,60
681,참기름,0.11037239711409094,60
682,간장,0.11669408095645137,60
683,오이,0.254638671320286,60
684,식초,0.22610391745475053,60
685,육수,0.3383651655378396,60
686,토마토,0.4158237143436121,60
687,게맛살,0.4569166144192051,60
688,해파리,0.5796855096366341,60
689,미나리,0.26020021144665306,61
690,설탕,0.09406560001688616,61
691,소금,0.04878209893246847,61
692,고춧가루,0.14930096503691878,61
693,깨소금,0.1398273265167383,61
694,마늘,0.17459801923580223,61
695,물,0.1182271524391205,61
696,실파,0.22297398910707572,61
697,배,0.35200157872805254,61
698,대파,0.1444522107406479,61
699,무,0.21792142101370704,61
700,생강,0.22471643362257387,61
701,갓,0.4096461814174253,61
702,배추,0.3653798264735554,61
703,멸치젓,0.49089168574135666,61
704,소금,0.05045144101283643,62
705,청고추,0.20677074515506735,62
706,홍고추,0.17625485097778845,62
707,마늘,0.18057283022256826,62
708,물,0.12227293080716323,62
709,밀가루,0.23610729887709844,62
710,실파,0.23060424428242662,62
711,열무,0.5374987984694067,62
712,생강,0.23240631591557823,62
713,풋배추,0.6513331665393419,62
714,다진마늘,0.14259820481338972,63
715,다진파,0.23139903757539473,63
716,설탕,0.13624202422382958,63
717,소금,0.07065464849268527,63
718,부추,0.47744912236754605,63
719,진간장,0.3805406763092332,63
720,고춧가루,0.21624340557599697,63
721,물,0.17123695127265987,63
722,오이,0.3306561294151009,63
723,다진생강,0.4636187013084166,63
724,청주,0.3597753716426131,63
725,미나리,0.402343068915111,64
726,소금,0.07543091254033793,64
727,홍고추,0.26352199227635886,64
728,고춧가루,0.23086148981572727,64
729,마늘,0.26997788547237495,64
730,물,0.18281259295288035,64
731,대파,0.22336394523983855,64
732,무,0.3369681093859259,64
733,생강,0.34747511939628817,64
734,배추,0.5649804813213265,64
735,다진마늘,0.09265337246134299,65
736,설탕,0.088523435703957,65
737,소금,0.04590795144640796,65
738,고춧가루,0.1405044392063818,65
739,물,0.11126143590778806,65
740,다진생강,0.3012368652788213,65
741,대파,0.13594136419157124,65
742,찹쌀가루,0.36659034974020144,65
743,새우젓,0.3755766841429778,65
744,멸치젓,0.46196929135126086,65
745,총각무,0.592676260274021,65
746,미나리,0.3076609793644208,66
747,설탕,0.11122325560304354,66
748,소금,0.05768000052564279,66
749,고춧가루,0.1765336041347879,66
750,마늘,0.20644486526171824,66
751,실파,0.26364465839621054,66
752,무,0.2576704970407347,66
753,갓,0.4843660374719552,66
754,굴,0.47188477499536,66
755,새우젓,0.47188477499536,66
756,소금,0.05090249423727473,67
757,마늘,0.18218721339344965,67
758,물,0.1233660928377197,67
759,실파,0.23266592549240994,67
760,대파,0.15073106704503478,67
761,무,0.22739373909854083,67
762,고추,0.45372526873140384,67
763,갓,0.42745213603433885,67
764,배주머니,0.6571563089323695,67
765,소금,0.05841886307969742,68
766,고춧가루,0.178794943740177,68
767,깨소금,0.16744981502107198,68
768,마늘,0.20908935865680628,68
769,물,0.14158258832209708,68
770,밀가루,0.273393974251578,68
771,실파,0.26702186304063286,68
772,무,0.2609711745687005,68
773,생강,0.269108522487488,68
774,갓,0.4905706131356595,68
775,멸치젓,0.587865934509822,68
776,고추장,0.21680642352026955,69
777,국간장,0.3283907803540891,69
778,다진마늘,0.10383306614220024,69
779,소금,0.051447273125180555,69
780,청고추,0.2108520745241601,69
781,홍고추,0.1797338445810723,69
782,고춧가루,0.15745791374702361,69
783,후춧가루,0.11608127949479621,69
784,애호박,0.37123292678297404,69
785,다진생강,0.33758455333091003,69
786,대파,0.15234425131641616,69
787,무,0.22982739800188268,69
788,느타리버섯,0.34765519220386326,69
789,꽃게,0.5177111929147966,69
790,소금,0.05626525010939298,70
791,돼지고기,0.318894974896718,70
792,고춧가루,0.1722036632947087,70
793,마늘,0.2013812737846029,70
794,간장,0.1206703464976301,70
795,물,0.13636314236739291,70
796,감자,0.32956934312741715,70
797,후춧가루,0.12695215561573336,70
798,대파,0.16661111235555484,70
799,생강,0.2591878295144347,70
800,다시다,0.5661942409057661,70
801,술,0.5015268133448302,70
802,고사리,0.3515628892135598,71
803,다진마늘,0.08449439774244645,71
804,미나리,0.2233067028567042,71
805,콩나물,0.26371878074375454,71
806,청고추,0.17158136335168445,71
807,홍고추,0.14625883175802723,71
808,고춧가루,0.1281317415168736,71
809,물,0.10146385144168009,71
810,후춧가루,0.09446140968863395,71
